eom,ic_spearman,long_ret,short_ret,qspread,net_qspread,turnover,n_long,n_short,n_universe,gross_exposure
1986-01-31,0.07923428409641399,0.04211122988470033,0.05144595192107935,-0.009334722036379021,-0.011334722036379022,0.9999999999999999,169,169,1692,1.9999999999999998
1986-02-28,0.13242903914136986,0.018086192160408535,0.02785133854013973,-0.009765146379731197,-0.012066057729439784,1.1504556748542936,169,169,1698,2.0
1986-03-31,0.016235761913988532,-0.023592451569751257,-0.01174938870663782,-0.011843062863113436,-0.014156354028284364,1.1566455825854642,174,174,1745,1.9999999999999998
1986-04-30,0.12561146437024498,0.04869752843286826,0.014236846826988853,0.03446068160587941,0.03178430526071285,1.3381881725832776,175,175,1756,2.0
1986-05-31,0.1604487074525364,0.0118921353833966,-0.0308024411227745,0.0426945765061711,0.04021347083183893,1.240552837166085,176,176,1765,2.0
1986-06-30,0.14507437320377303,-0.0348485463462392,-0.09881379460908174,0.06396524826284254,0.0614527572714346,1.2562454957039693,179,179,1798,2.0000000000000004
1986-07-31,0.10351512662472687,0.09603556003579512,0.04424500803956113,0.051790551996233995,0.049003122831719426,1.3937145822572843,178,178,1789,2.0
1986-08-31,0.0657502675425504,-0.07429052371762679,-0.05044004667423588,-0.02385047704339091,-0.026802774558688524,1.4761487576488066,178,178,1786,2.0
1986-09-30,0.1623740354656573,0.05826551695969316,0.02736095386881339,0.030904563090879772,0.02824616986975163,1.3291966105640705,179,179,1797,2.0
1986-10-31,0.0715477345428259,-0.0028872859215796367,-0.009995784793700101,0.007108498872120464,0.004406232521504655,1.3511331753079046,180,180,1802,2.0
1986-11-30,0.0966948708913024,-0.028905498367565355,-0.026735941166455633,-0.0021695572011097217,-0.004582092224350842,1.2062675116205601,180,180,1805,2.0
1986-12-31,-0.07921559269993302,0.09540663157287282,0.11851449416656132,-0.023107862593688494,-0.025436818002992783,1.1644777046521444,182,182,1823,2.0
1987-01-31,-0.09633655591282093,0.03668759794243501,0.09909247032494761,-0.062404872382512605,-0.06509824150620383,1.3466845618456107,185,185,1857,2.0
1987-02-28,0.026939280348653446,-0.0021804945061130792,0.03211022313456844,-0.03429071764068152,-0.03683060643786635,1.2699443985924157,188,188,1880,2.0
1987-03-31,-0.018277194752549093,-0.04661141068237947,-0.022493830307868425,-0.024117580374511047,-0.026317670950402272,1.1000452879456124,193,193,1933,2.0
1987-04-30,-0.03874356644475003,-0.010756240393122616,-0.0013828360177881721,-0.009373404375334444,-0.012019607640422347,1.3231016325439513,193,193,1936,2.0
1987-05-31,0.1271580323695252,0.057187149051158855,0.016504315459007275,0.04068283359215158,0.038298488823586455,1.1921723842825613,194,194,1942,2.0
1987-06-30,-0.0354919744730551,0.0063754794810615585,0.05096369220525224,-0.04458821272419068,-0.04710504823991846,1.2584177578638869,196,196,1967,2.0
1987-07-31,0.16851476245378014,0.04838997227448845,-0.0033728171044838666,0.051762789378972315,0.04913520332546581,1.3137930267532547,199,199,1993,2.0
1987-08-31,0.049296430863969516,-0.024885844482114144,-0.028301154446971066,0.003415309964856922,0.0010940851723947919,1.160612396231065,200,200,2004,2.0
1987-09-30,0.3318530574081392,-0.14961917216789777,-0.328156253840788,0.17853708167289023,0.17632487712431058,1.1061022742898299,202,202,2026,2.0
1987-10-31,0.09950950316044326,-0.04376430505064309,-0.06750249500723071,0.02373818995658762,0.02050158211687072,1.6183039198584508,189,189,1894,2.0
1987-11-30,0.10786136508036048,0.062292836109406724,0.07423491666161766,-0.011942080552210937,-0.01488317778116036,1.470548614474711,185,185,1857,2.0
1987-12-31,0.2520301037203171,0.11542573118533002,0.011648664588205855,0.10377706659712416,0.10112428994700765,1.3263883250582569,189,189,1897,2.0
1988-01-31,0.015114492836915391,0.035503745491415495,0.06216643706826941,-0.026662691576853914,-0.02939525043467349,1.3662794289097873,192,192,1922,2.0
1988-02-29,-0.08094073322187935,-0.026229523959586314,0.027859699760374876,-0.054089223719961194,-0.05654183310384413,1.2263046919414677,194,194,1946,1.9999999999999998
1988-03-31,0.008294188399019409,-0.009955097341728229,-0.015589420301615947,0.0056343229598877186,0.0037422431902852265,0.946039884801246,198,198,1980,2.0
1988-04-30,0.09619650050389257,0.016115540512028882,-0.02648910285704585,0.042604643369074734,0.0402545993557632,1.1750220066557677,197,197,1973,2.0
1988-05-31,0.07546782527862242,0.06492177922138698,0.027595819943887476,0.0373259592774995,0.03483920349913098,1.2433778891842597,196,196,1969,2.0
1988-06-30,0.1527411012618481,-0.005039224113220076,-0.03708198687603859,0.03204276276281852,0.0292805025513146,1.3811301057519594,199,199,1998,2.0
1988-07-31,0.10956889501794877,-0.00857124885138035,-0.03370536530395316,0.02513411645257281,0.022653959255639004,1.2400785984669023,199,199,1995,2.0
1988-08-31,0.14370016424902624,0.03466620495606882,0.003027014341299504,0.031639190614769316,0.029482986003161033,1.0781023058041423,197,197,1977,2.0
1988-09-30,0.14952500153983103,0.013733803659310758,-0.022986795368979095,0.03672059902828985,0.034636837623698166,1.0418807022958407,200,200,2001,2.0
1988-10-31,0.09392643414499453,-0.03327770127551469,-0.021570797749542597,-0.01170690352597209,-0.014318880803696317,1.3059886388621138,199,199,1991,2.0
1988-11-30,0.007131098624116399,0.011878058368404481,0.027821294570781602,-0.01594323620237712,-0.018036892628807904,1.0468282132153917,198,198,1985,2.0
1988-12-31,0.0479549479085286,0.047962671299800454,0.060332221176282355,-0.012369549876481901,-0.014539706626089128,1.0850783748036132,199,199,1992,2.0
1989-01-31,0.042309629376861294,-0.0035919322862480296,-0.0014292221040468499,-0.0021627101822011795,-0.0053113034844967915,1.5742966511478058,203,203,2030,2.0
1989-02-28,0.09125283248121498,0.0112314498249934,0.0016378026945004617,0.009593647130492938,0.0069513495229133184,1.3211488037898098,202,202,2025,2.0
1989-03-31,0.07684362011644698,0.044070096232021176,0.027228100363536727,0.01684199586848445,0.014363764816475014,1.2391155260047175,204,204,2040,2.0000000000000004
1989-04-30,0.04203016424005527,0.03939618447773228,0.05340191136749971,-0.01400572688976743,-0.016837622481249606,1.415947795741089,204,204,2043,1.9999999999999996
1989-05-31,0.0861822478462822,-0.009976450495131876,-0.04347382159269726,0.033497371097565384,0.030862349367386948,1.317510865089218,204,204,2048,2.0
1989-06-30,0.1666430214356338,0.08533410699119241,0.014841480445810289,0.07049262654538213,0.06783511479376866,1.3287558758067348,204,204,2044,2.0
1989-07-31,0.08621977708015366,0.03186764721788114,0.014016881663320293,0.01785076555456085,0.014824071527485789,1.5133470135375309,205,205,2055,2.0
1989-08-31,0.04643497434432311,-0.01219467714185799,-0.012007156009688793,-0.00018752113216919698,-0.0030050047328678805,1.4087418003493417,204,204,2046,2.0
1989-09-30,0.03654665908520062,-0.059965645084630786,-0.04660738900439403,-0.013358256080236754,-0.015987333359581916,1.3145386396725813,205,205,2051,2.0
1989-10-31,0.018101603718067693,0.00018305023769556346,0.010387549414389371,-0.010204499176693808,-0.012782619257200907,1.2890600402535495,203,203,2031,2.0
1989-11-30,0.02929665979110404,0.002139570316367769,0.010452318093396966,-0.008312747777029197,-0.010988854393080762,1.3380533080257826,203,203,2030,2.0
1989-12-31,0.040166955735235904,-0.06649739572521048,-0.10721137718745061,0.04071398146224013,0.03802337873812402,1.345301362058057,202,202,2025,2.0
1990-01-31,0.08083205157690197,0.01701324906769431,0.006738665397173874,0.010274583670520435,0.00733397357322065,1.4703050486498923,199,199,1993,1.9999999999999998
1990-02-28,0.08093092853187696,0.03139910526953743,0.010590926092713792,0.02080817917682364,0.018042238755066928,1.3829702108783557,198,198,1986,2.0
1990-03-31,0.06963356514555187,-0.050995988011203294,-0.06293378485239971,0.011937796841196419,0.009249414179735965,1.3441913307302267,200,200,2002,2.0
1990-04-30,0.07825033403900841,0.08720378599241646,0.07450958319679915,0.01269420279561731,0.00991235155747791,1.3909256190696992,198,198,1984,2.0
1990-05-31,0.03271687423689297,-0.010369758137358579,-0.004509737763919434,-0.005860020373439145,-0.008802557429172965,1.47126852786691,200,200,2009,2.0
1990-06-30,0.05558288092126096,-0.04340222546603077,-0.05506966389394847,0.011667438427917697,0.008853533130691538,1.40695264861308,201,201,2017,2.0
1990-07-31,-0.013047576942246732,-0.10924528855387179,-0.06386192246072031,-0.04538336609315148,-0.04822250497725622,1.41956944205237,199,199,1996,2.0
1990-08-31,-0.07814708397924902,-0.09848156670891615,-0.03624710549405335,-0.062234461214862806,-0.06490041239313214,1.3329755891346706,192,192,1928,2.0
1990-09-30,0.11678544101485147,-0.05669227420890373,-0.07030040878275239,0.013608134573848657,0.011206222951959974,1.200955810944341,187,187,1872,2.0
1990-10-31,0.1782054967938539,0.15317162702273207,0.0608165019013297,0.09235512512140237,0.08927747716486689,1.5388239782677373,181,181,1813,2.0
1990-11-30,0.1244404796227744,0.060542139296997186,0.02012244916391897,0.040419690133078216,0.03713273749206915,1.6434763205045355,182,182,1820,2.0
1990-12-31,0.07387501585490125,0.09690149910902006,0.047314634543341935,0.049586864565678124,0.046724911820573624,1.4309763725522489,182,182,1825,2.0
1991-01-31,0.03413535619808292,0.10067602083177081,0.09774985509104578,0.0029261657407250313,-0.00032517432909525855,1.625670034910145,186,186,1860,2.0
1991-02-28,0.05220981364434891,0.03937976448531236,0.032654910417860214,0.006724854067452143,0.003855625217420119,1.4346144250160122,194,194,1946,1.9999999999999998
1991-03-31,0.10378843069721261,0.022706241616053648,-0.013736087398888371,0.036442329014942015,0.03396754855466903,1.2373902301364903,197,197,1975,2.0
1991-04-30,0.08447176986584673,0.046603696987965695,0.03472820655339853,0.011875490434567162,0.009012802036200699,1.431344199183232,199,199,1993,2.0
1991-05-31,0.14373345537879906,-0.019773115754263104,-0.07745295280699149,0.05767983705272839,0.05493517561127085,1.372330720728771,200,200,2005,2.0
1991-06-30,0.09662508807639378,0.04142100019156433,0.037080186230939796,0.004340813960624537,0.0014666593492964931,1.437077305664022,199,199,1997,2.0
1991-07-31,0.0015810770573090362,0.019438237282373406,0.036225744548915396,-0.01678750726654199,-0.01965395408362775,1.4332234085428797,201,201,2016,2.0
1991-08-31,0.024982273080517824,-0.01508759097842321,-0.01785190541603947,0.0027643144376162613,0.00014527416828742081,1.3095201346644203,202,202,2021,2.0
1991-09-30,0.010604495499833761,0.005617610201416122,0.029896587882226714,-0.024278977680810592,-0.02690024153602605,1.3106319276077276,203,203,2030,2.0
1991-10-31,0.05765248314978899,-0.059471056443409866,-0.07237865186415693,0.012907595420747063,0.010314764806665204,1.296415307040929,204,204,2049,2.0
1991-11-30,0.16024403531230985,0.12255902943100934,0.06898692989413431,0.05357209953687503,0.05118331467108411,1.1943924328954598,205,205,2056,1.9999999999999998
1991-12-31,0.08202692744917743,0.06143844654176342,0.02497856257820741,0.03645988396355601,0.033481768766362885,1.489057598596562,208,208,2089,2.0
1992-01-31,0.018725300906558377,0.01743965445518085,0.03593476809691336,-0.018495113641732508,-0.021830294538893992,1.6675904485807422,217,217,2172,2.0
1992-02-29,0.10998751604728486,-0.02022143638703771,-0.05463115982844817,0.03440972344141046,0.032049443319927165,1.180140060741648,220,220,2208,2.0
1992-03-31,0.14209817341966297,0.018692293770777788,-0.039982969049483556,0.058675262820261344,0.05627697670510661,1.1991430575773654,224,224,2240,2.0
1992-04-30,-0.010897366621214648,0.01146230721105414,0.030178783071462264,-0.018716475860408123,-0.0214917459872508,1.3876350634213384,222,222,2229,2.0
1992-05-31,0.11946465220171963,-0.01787298615903489,-0.03509125164621266,0.017218265487177767,0.014729790662033341,1.2442374125722129,224,224,2244,2.0
1992-06-30,0.07305435844299302,0.04968329186473138,0.03232656943359648,0.017356722431134904,0.014937726583448023,1.2094979238434407,223,223,2237,2.0
1992-07-31,0.10822905398625884,-0.019580441401825667,-0.05146824045243653,0.031887799050610864,0.029134503328822156,1.3766478608943542,225,225,2257,2.0
1992-08-31,0.058633237501910976,0.012443454911796971,0.02740843360076936,-0.01496497868897239,-0.017488366200463366,1.2616937557454873,223,223,2239,1.9999999999999998
1992-09-30,0.03856020042267277,0.015496897836343244,0.015738020313133507,-0.00024112247679026338,-0.0025532849849074666,1.1560812540586016,225,225,2254,2.0
1992-10-31,-0.052314606886366403,0.05204012516076312,0.08973023170384475,-0.037690106543081636,-0.04043681596160717,1.3733547092627658,227,227,2277,2.0
1992-11-30,0.07354286616186426,0.026500978142065583,0.008004480243617412,0.01849649789844817,0.01585764205345304,1.3194279224975665,230,230,2309,2.0
1992-12-31,0.017313767048081175,0.012689689404197521,0.003195513549149748,0.009494175855047773,0.00718835915205474,1.152908351496516,235,235,2354,2.0
1993-01-31,0.1030887045471849,0.0067870431690826875,-0.019032375018487827,0.025819418187570515,0.023259337753537813,1.2800402170163503,237,237,2377,2.0
1993-02-28,0.028263060740610524,0.025572641258957262,0.017251404211185487,0.008321237047771775,0.00625129334640641,1.034971850682682,238,238,2382,2.0
1993-03-31,0.017943397314672663,-0.02606144318076319,-0.018696451834301034,-0.007364991346462155,-0.009578929349607326,1.1069690015725853,244,244,2442,2.0
1993-04-30,0.025425631101815848,0.031781830599183644,0.04547492047546675,-0.013693089876283107,-0.016161291178295928,1.2341006510064112,244,244,2440,1.9999999999999998
1993-05-31,0.10752523472368145,0.024683493157168782,-0.015087095004479533,0.039770588161648315,0.037503160375332384,1.1337138931579664,246,246,2469,2.0
1993-06-30,0.019843175852504516,-0.01327288710960323,-0.010610327368043293,-0.002662559741559937,-0.005009567117250842,1.1735036878454528,251,251,2515,2.0
1993-07-31,-0.0015251064976789372,0.04024560618510542,0.04720878102231502,-0.006963174837209603,-0.00915112885347467,1.0939770081325337,252,252,2529,2.0
1993-08-31,-0.008979177851553447,0.0013246414460133325,0.014752672145391893,-0.01342803069937856,-0.015607410733516198,1.089690017068818,256,256,2566,2.0
1993-09-30,-0.061778653154807316,0.022482573758623142,0.0345647603974599,-0.012082186638836756,-0.014218068135000244,1.0679407480817436,260,260,2603,2.0000000000000004
1993-10-31,0.06011568195181439,-0.021289267380469504,-0.025805130035805687,0.004515862655336184,0.0020469142849139175,1.234474185211133,264,264,2649,2.0
1993-11-30,0.1307634428025317,0.03442953568114075,0.012571716734848122,0.02185781894629263,0.01953086296477216,1.1634779907602344,266,266,2660,2.0000000000000004
1993-12-31,0.021505060878969296,0.018229361931110324,0.0307924097555617,-0.012563047824451376,-0.014949965634716407,1.193458905132515,270,270,2708,2.0
