eom,ic_pearson,ic_spearman,best_alpha,n_nonzero,n_train,n_features,scoring_year,train_end_year,long_ret,short_ret,qspread,net_qspread,turnover,n_long,n_short,n_universe
2002-07-31,0.02809149038508287,0.008482257624488686,0.0003645502619234706,5,856545,44,2002,2001,0.010703368845691263,0.008267785859173232,0.002435582986518031,0.0010149614703745076,0.7103107580717616,240,240,2409
2002-08-31,0.08707546906182313,0.0777522921944824,0.0003645502619234706,5,856545,44,2002,2001,-0.06636184526595813,-0.09599947881926353,0.029637633553305398,0.02873132029462435,0.4531566293405237,239,239,2398
2002-09-30,0.01417075021749558,0.01926532962364351,0.0003645502619234706,5,856545,44,2002,2001,0.05209837654468136,0.04585972838653529,0.006238648158146065,0.005449292077897868,0.39467804012409824,233,233,2336
2002-10-31,-0.11781777842454376,-0.060636600935699315,0.0003645502619234706,5,856545,44,2002,2001,0.028336783295091372,0.09715384096454098,-0.06881705766944961,-0.06992087865263331,0.5519104915918518,235,235,2357
2002-11-30,0.12101617419261125,0.08509852002969318,0.0003645502619234706,5,856545,44,2002,2001,-0.021125692785500517,-0.07255573026078602,0.0514300374752855,0.05050962413351471,0.46020667088539763,241,241,2413
2002-12-31,0.0499556420816102,0.02862811934034894,0.0003645502619234706,5,856545,44,2002,2001,-0.0268837842201679,-0.025847730900843788,-0.0010360533193241109,-0.001622930168473819,0.29343842457485403,239,239,2397
2003-01-31,0.08352421247939028,0.08185981707386306,0.00036817436714453805,4,903912,50,2003,2002,-0.00990616587006882,-0.03304064055750139,0.023134474687432568,0.022103340416868466,0.5155671352820514,238,238,2387
2003-02-28,0.049563017074817195,0.03082068997842147,0.00036817436714453805,4,903912,50,2003,2002,0.01962494217317406,0.004432793376955089,0.015192148796218972,0.014452924936896988,0.3696119296609923,236,236,2364
2003-03-31,-0.09581325984550668,-0.09695442488764938,0.00036817436714453805,4,903912,50,2003,2002,0.07170938188547185,0.10697689484065673,-0.035267512955184876,-0.03602406544062457,0.37827624271984667,235,235,2356
2003-04-30,-0.14237312030700514,-0.14681879477227586,0.00036817436714453805,4,903912,50,2003,2002,0.07675603440446861,0.1216565825009982,-0.04490054809652959,-0.04631760160626494,0.7085267548676759,240,240,2403
2003-05-31,-0.009577442568035324,-0.014148589092279049,0.00036817436714453805,4,903912,50,2003,2002,0.0175473663543475,0.022295374470930263,-0.004748008116582762,-0.005464619335359519,0.3583056093883785,247,247,2479
2003-06-30,0.02385800584110137,0.008805512625339346,0.00036817436714453805,4,903912,50,2003,2002,0.05553303277167717,0.04059751745067094,0.014935515321006232,0.014114988018303158,0.4102636513515374,251,251,2511
2003-07-31,0.06389288056588248,0.041746347018092336,0.00036817436714453805,4,903912,50,2003,2002,0.047194211263578645,0.036324295050758924,0.01086991621281972,0.009546996039880642,0.6614600864695392,255,255,2555
2003-08-31,0.015095766346118554,-0.004186648249341167,0.00036817436714453805,4,903912,50,2003,2002,-0.008492481216358226,-0.016066643685551045,0.007574162469192819,0.006615490195048537,0.47933613707214096,256,256,2569
2003-09-30,0.1280817386462031,0.11256277182990494,0.00036817436714453805,4,903912,50,2003,2002,0.09093368397647267,0.05460168687645084,0.03633199710002183,0.03568002796287113,0.3259845685753476,258,258,2588
2003-10-31,0.0513695051030371,0.02323505853666717,0.00036817436714453805,4,903912,50,2003,2002,0.05224835995060138,0.033577625338609154,0.018670734611992222,0.017501407358730157,0.5846636266310321,263,263,2631
