year,feature,gain,weight,cover,gain_norm
2004,f31,13.542091687520346,37.0,247446.47395833334,0.017679335178421792
2004,f140,12.173373540242514,11.666666666666666,224092.49479166666,0.015892460045032107
2004,f12,10.184521675109863,18.666666666666668,214010.65104166666,0.013295994184716565
2004,f32,10.03270403544108,42.0,305137.3854166667,0.013097794748496918
2004,f137,7.3288702964782715,20.333333333333332,183590.24479166666,0.009567912951735742
2004,f4,6.9731113115946455,73.33333333333333,169692.29166666666,0.009103466064089216
2004,f22,6.961069742838542,72.33333333333333,163334.06770833334,0.009087745676498771
2004,f274,6.92478593190511,13.0,128158.30989583333,0.009040376801007124
2004,f257,6.432799816131592,15.666666666666666,97258.54947916667,0.008398084041174059
2004,f236,6.402603308359782,7.666666666666667,159714.13802083334,0.008358662200410153
2004,f255,6.23685359954834,7.666666666666667,161166.15364583334,0.008142274309571712
2004,f239,6.104702631632487,11.666666666666666,144891.984375,0.007969749908626306
2004,f282,6.031637032826741,39.333333333333336,172931.22916666666,0.007874362043804116
2004,f132,5.850718816121419,6.666666666666667,62592.311197916664,0.007638171515278651
2004,f281,5.845165888468425,14.333333333333334,131071.53125,0.007630922113084064
2004,f248,5.797567685445149,24.0,122946.953125,0.007568782186361035
2004,f259,5.780023177464803,5.333333333333333,76802.3623046875,0.007545877656966149
2004,f234,5.752586205800374,26.333333333333332,213791.65625,0.007510058417994129
2004,f256,5.300806045532227,9.333333333333334,144764.09895833334,0.006920254932340415
2004,f238,5.140484730402629,5.0,126636.97395833333,0.006710953863360535
2004,f258,4.987658659617106,5.0,81404.86979166667,0.006511437910303715
2004,f29,4.7778746287028,40.0,114469.26041666667,0.006237562774675126
2004,f11,4.68160621325175,10.0,133457.27864583334,0.0061118834023058555
2004,f141,4.617079337437947,6.666666666666667,203620.90104166666,0.00602764292514383
2004,f270,4.432071367899577,8.0,112800.390625,0.0057861131836813426
2004,f286,4.394765853881836,86.66666666666667,210355.76041666666,0.005737410464667059
2004,f8,4.388378779093425,5.0,81184.02864583333,0.005729072075103649
2004,f253,4.300700426101685,10.333333333333334,57953.63671875,0.005614607114579017
2004,f296,4.288195292154948,50.333333333333336,107823.80989583333,0.005598281538028746
2004,f251,4.257999817530314,13.666666666666666,101384.10807291667,0.005558861046048738
2004,f280,4.2571689287821455,26.0,124177.95833333333,0.005557776312536824
2004,f233,4.166747252146403,8.333333333333334,102456.39322916667,0.0054397299157522465
2004,f23,4.001918792724609,101.66666666666667,171432.40625,0.005224544725140502
2004,f273,3.9940688610076904,15.333333333333334,185423.47916666666,0.005214296561329956
