feature,gain,gain_norm,weight,cover
f280,3.268585063162304,0.003944690102823329,14.511904761904761,99738.44290597098
f286,3.2612429138941645,0.0038723672210900116,17.794871794871796,132237.80903038612
f215,3.239772394038083,0.004902834583066264,7.798245614035087,89590.15888575504
f156,3.228066044994909,0.0038985472940358925,5.598290598290598,89583.86406740367
f249,3.211326929926872,0.004211395932902505,7.833333333333333,94607.62977294922
f30,3.191934834917386,0.0042543647021141846,14.533333333333335,56095.8368733724
f238,3.177466375333769,0.0048639949481873515,10.702702702702704,89303.92603501328
f254,3.17278237278397,0.0039833877998688896,14.333333333333332,103581.8577611425
f8,3.1658098538716635,0.0042849103601958274,7.966666666666667,58222.1585550944
f283,3.163532233532564,0.003967413566175137,17.75308641975309,142949.91005075714
f11,3.1531478064691916,0.004726297300105487,7.256410256410256,76382.83986044338
f219,3.1385696352037606,0.004554810979577159,11.11111111111111,113344.00508208967
f232,3.0869677932853374,0.004508452082372377,9.495726495726496,104491.63942151192
f216,3.0865736028068085,0.004637101415458131,9.025641025641026,86889.0894869291
f243,3.0652588330782375,0.004285553937834151,7.11965811965812,80047.47846163236
f320,3.055000826716423,0.0035018446053603873,27.645833333333332,172138.751953125
f312,3.0247825459828452,0.003375493739471657,20.460317460317462,148071.57231987847
f322,3.003224902682834,0.0034382564484807063,34.37777777777777,167884.678125
f252,2.9953179993070997,0.0038454607442657378,9.252252252252251,82825.80365375141
f332,2.9690056818502923,0.003482609085713767,30.851851851851855,130528.10163483798
f217,2.9602598312653994,0.004549289508304492,10.017543859649123,98314.38356660542
f3,2.9428154081106186,0.003929784787013307,30.48333333333333,144915.59021606445
f323,2.9376797782050237,0.0034389163416034467,37.77777777777778,172427.76703559028
f333,2.916899654600355,0.003423626209237878,28.22222222222222,129200.61766673901
f218,2.8960502982139587,0.004415962198431555,9.533333333333333,99635.19490458172
f330,2.878125954557348,0.0033212757209338554,30.11111111111111,148672.80222800924
f9,2.8450297911961875,0.004121921352052336,7.7606837606837615,68698.72230568911
f250,2.834944960398552,0.0036895265623426024,8.974358974358974,96173.97038438586
f302,2.798762195038073,0.0031253951077663458,13.242424242424242,90727.60817834103
f247,2.7817733384605146,0.003692535486137636,7.547008547008547,90791.38406711155
f25,2.7773584475119906,0.0039299208233137695,34.81666666666667,126605.8090657552
f140,2.7737795888331895,0.0036321122074092762,5.771929824561404,87567.11780608328
f236,2.772736708323161,0.004186848502603189,10.81981981981982,112267.06512193423
f324,2.7338787061827525,0.0031868238243300787,25.285714285714285,142673.19354538692
f153,2.7216859709503303,0.0035989552194892562,7.162393162393162,97868.38380679922
f246,2.70274328879821,0.0037588080410589897,6.564102564102564,61969.830415644195
f235,2.7027427080350046,0.003889103397029126,13.316239316239317,117869.71116586018
f28,2.6991811533768972,0.0036111625792844,21.975,88862.51527506512
f26,2.6951425661643347,0.003715747590808227,25.65,67347.08364257813
f241,2.6932861156630934,0.0038736378084860317,8.736842105263158,103102.35118839197
f331,2.6926820145712957,0.0031538369391016334,23.814814814814817,153327.68243634258
f221,2.6712702456702533,0.0037629802630031817,8.316239316239315,70563.71678556132
f212,2.6522436335555506,0.004123524456419544,9.598290598290598,72024.51588870317
f13,2.6489576528469723,0.003532689065376205,36.375,144105.44946289062
f230,2.6426525751749677,0.004036444341354805,9.033333333333333,70122.87768452962
f260,2.6333711608763664,0.0033875335216870905,11.559139784946236,87346.9612577705
f231,2.6172523345702734,0.003976255246195487,9.538461538461538,111735.57003340762
f227,2.604667638477526,0.003666708410378342,11.75438596491228,130311.02701729222
f229,2.589746137460073,0.003738942698162647,8.570175438596491,101415.29436292146
f163,2.5693227491880717,0.0034715267041571657,7.105263157894737,63739.548767625245
f244,2.5608280153356047,0.0035227333502916513,7.786324786324787,67782.95132941875
f248,2.5569979502604556,0.0034374566848966283,5.376068376068376,58446.57880290756
