year,feature,gain,weight,cover,gain_norm
2015,f282,15.527511278788248,17.333333333333332,327119.9166666667,0.019018671361432583
2015,f309,13.518915812174479,65.33333333333333,317827.7708333333,0.01655846918275017
2015,f301,12.259355862935385,17.666666666666668,303819.6354166667,0.015015713469712911
2015,f285,11.265067418416342,9.666666666666666,190031.515625,0.01379787212828621
2015,f266,9.459236145019531,12.333333333333334,281017.9739583333,0.011586023049171489
2015,f284,8.440409342447916,31.0,234907.69270833334,0.010338126217256204
2015,f31,8.054625034332275,52.333333333333336,236524.97916666666,0.009865603297084698
2015,f311,7.498623371124268,27.333333333333332,175896.03645833334,0.009184591851070909
2015,f308,7.244304259618123,15.333333333333334,127383.375,0.00887309237663328
2015,f286,6.9492729504903155,14.666666666666666,200462.71875,0.00851172709349868
2015,f283,6.758087118466695,14.333333333333334,174242.84375,0.008277555599887436
2015,f265,6.1789547602335615,11.333333333333334,136093.97916666666,0.007568212821237916
2015,f260,6.094435056050618,16.333333333333332,170136.40625,0.007464689954723125
2015,f185,5.825187047322591,13.333333333333334,110847.95572916667,0.007134905013609362
2015,f323,5.084377606709798,73.66666666666667,183029.07291666666,0.006227534151692272
2015,f261,4.846848964691162,21.666666666666668,220159.31770833334,0.0059366002666432875
2015,f22,4.799454212188721,80.0,211599.17708333334,0.00587854941703085
2015,f29,4.778295993804932,43.333333333333336,243270.41145833334,0.005852634046897813
2015,f228,4.629175980885823,34.333333333333336,312891.46875,0.005669986327749453
2015,f258,4.6162331104278564,26.0,140455.88802083334,0.005654133420268399
2015,f4,4.579057216644287,100.33333333333333,223918.40104166666,0.005608599007589974
2015,f263,4.396383285522461,17.666666666666668,192897.92708333334,0.0053848532057078
2015,f146,4.381182750066121,19.666666666666668,229964.6875,0.005366235026453481
2015,f296,4.293991406758626,17.333333333333332,87413.01822916667,0.0052594398373112
2015,f240,4.1777412096659345,3.6666666666666665,33661.828125,0.0051170522869490274
2015,f140,4.172342896461487,8.666666666666666,132954.20052083334,0.0051104402328407995
2015,f161,4.053740660349528,17.0,198500.43229166666,0.004965171817906478
2015,f32,3.950556437174479,30.666666666666668,331200.9583333333,0.004838787956705759
2015,f227,3.9000282287597656,36.0,350652.6458333333,0.004776899134146397
2015,f295,3.7760910193125405,8.0,155891.19270833334,0.004625096246123394
2015,f8,3.7672926584879556,9.666666666666666,78075.61328125,0.0046143196876628845
2015,f280,3.7338106632232666,15.0,136235.54166666666,0.004573309698809484
2015,f23,3.6210788091023765,119.33333333333333,263622.03125,0.004435231545331079
2015,f160,3.61551841100057,12.0,122654.47916666667,0.004428420963632681
2015,f277,3.4617697397867837,32.0,279485.6822916667,0.004240103892237828
2015,f254,3.4078681468963623,35.666666666666664,252471.06770833334,0.004174083223333787
2015,f276,3.3455306688944497,23.0,286348.3333333333,0.00409772996965826
2015,f141,3.3437079588572183,12.666666666666666,107274.54947916667,0.004095497446843568
2015,f319,3.2930260499318442,51.666666666666664,240169.39583333334,0.004033420366201642
2015,f297,3.284501314163208,17.0,160421.98958333334,0.004022978953851924
2015,f294,3.2580438454945884,3.0,97446.10357793172,0.0039905728655464994
2015,f253,3.249133904774984,12.666666666666666,191544.56770833334,0.003979659639894718
2015,f275,3.1084412733713784,11.666666666666666,132053.578125,0.0038073340899982787
2015,f145,3.0813632806142173,11.666666666666666,225706.18229166666,0.003774167960788686
2015,f315,3.0703718662261963,33.333333333333336,120947.54947916667,0.0037607052690353296
2015,f264,3.0273941357930503,21.0,178829.68229166666,0.003708064551775968
2015,f325,3.015401840209961,62.666666666666664,251364.36458333334,0.003693375943635943
2015,f222,2.9816391468048096,11.666666666666666,163498.20833333334,0.003652022145295666
2015,f184,2.972592353820801,9.333333333333334,242718.625,0.003640941297917837
2015,f168,2.955958922704061,7.666666666666667,50839.608072916664,0.00362056805494654
2015,f28,2.9559242725372314,26.666666666666668,112056.89322916667,0.0036205256141378546
2015,f230,2.930087407430013,14.666666666666666,227280.43229166666,0.0035888796640779043
2015,f241,2.9182559649149575,12.0,206921.22916666666,0.003574388074737833
2015,f259,2.895141283671061,23.333333333333332,290803.359375,0.0035460763563749244
2015,f304,2.8732319672902427,31.666666666666668,167351.14583333334,0.0035192410135747127
2015,f312,2.8516501585642495,64.66666666666667,284056.5364583333,0.0034928068142896234
2015,f3,2.8415680726369223,53.333333333333336,265324.015625,0.003480457901740353
2015,f163,2.836764335632324,9.333333333333334,105791.75651041667,0.0034745741066004323
2015,f299,2.8121482531229653,31.0,232393.92708333334,0.003444423416316217
2015,f53,2.775460958480835,9.333333333333334,86810.15755208333,0.0033994874579767824
2015,f164,2.7746021350224814,6.0,25237.2353515625,0.0033984355391715954
2015,f175,2.7088995774586997,21.0,311152.4166666667,0.003317960611317691
2015,f313,2.696160872777303,83.33333333333333,297406.8489583333,0.0033023577736474466
2015,f326,2.6922898292541504,45.0,340774.71875,0.003297616376055083
2015,f7,2.6918278535207114,9.333333333333334,114537.82682291667,0.0032970505310530424
2015,f317,2.673283576965332,53.333333333333336,205234.75,0.0032743368137605564
2015,f307,2.6590930620829263,18.0,68970.703125,0.0032569557451429037
2015,f125,2.6536455154418945,3.0,79227.09309895833,0.003250283388096647
2015,f171,2.651129881540934,11.0,100554.9140625,0.003247202146449545
2015,f278,2.6300480365753174,20.0,264368.7447916667,0.0032213803213099646
2015,f13,2.6246680418650308,58.0,218523.578125,0.0032147907043723833
2015,f247,2.6128522555033364,21.0,119982.88020833333,0.003200318291269264
2015,f229,2.6048906644185386,9.333333333333334,113305.0234375,0.0031905666394019924
2015,f281,2.6034255822499595,18.0,198569.60416666666,0.003188772152456762
2015,f12,2.591960827509562,16.666666666666668,192750.96875,0.003174729695894846
2015,f58,2.5845301946004233,12.333333333333334,140749.56770833334,0.003165628381281769
2015,f10,2.5814641316731772,35.0,348940.1979166667,0.0031618729537609127
2015,f226,2.5698982079823813,47.0,361730.78125,0.0031477065817185914
2015,f223,2.5648048718770347,8.666666666666666,79538.59635416667,0.0031414680748657105
2015,f212,2.5542760690053306,11.666666666666666,60465.3828125,0.0031285720068448294
2015,f314,2.4940266609191895,27.666666666666668,100556.09114583333,0.003054776298599137
2015,f123,2.480627695719401,20.0,162759.890625,0.003038364749372561
2015,f87,2.4805753231048584,11.0,105060.52864583333,0.003038300601453011
2015,f156,2.4744070768356323,8.666666666666666,109034.35677083333,0.003030745504788483
2015,f324,2.4672370751698813,17.666666666666668,132234.609375,0.0030219634209829394
2015,f27,2.465651512145996,31.333333333333332,206185.19791666666,0.0030200213646203525
2015,f267,2.453437566757202,7.666666666666667,90092.546875,0.0030050612715825657
2015,f30,2.4509291648864746,20.0,68555.51432291667,0.0030019888879941575
2015,f273,2.4501793384552,5.666666666666667,79933.15885416667,0.0030010704727878516
2015,f51,2.4465455214182534,18.333333333333332,132532.11197916666,0.002996619638988898
2015,f44,2.4142585595448813,9.333333333333334,89977.25520833333,0.0029570733713286316
2015,f138,2.405399799346924,8.0,66997.09765625,0.0029462228334768345
2015,f234,2.4030601183573403,13.0,167229.80208333334,0.0029433571054775084
2015,f298,2.382948160171509,13.333333333333334,59539.679036458336,0.0029187232336159094
2015,f237,2.36407478650411,7.666666666666667,48383.005859375,0.002895606425982214
2015,f143,2.35349969069163,2.6666666666666665,59542.175944010414,0.0028826536566515636
2015,f300,2.3484953244527182,11.0,51354.0859375,0.002876524123388875
2015,f80,2.332435369491577,8.333333333333334,90015.56770833333,0.002856853295269587
2015,f25,2.3236337502797446,44.666666666666664,163669.70833333334,0.0028460727458156
2015,f18,2.3141799767812095,51.0,430054.9583333333,0.0028344934136183227
2015,f26,2.2999420166015625,29.0,91404.72135416667,0.002817054232241988
2015,f157,2.2862279415130615,11.666666666666666,206646.48958333334,0.002800256724743764
2015,f322,2.281261126200358,15.0,157760.29166666666,0.002794173185247368
2015,f52,2.2810685634613037,9.0,79677.89322916667,0.0027939373272669885
2015,f238,2.277769406636556,8.0,105266.44140625,0.0027898963977005475
2015,f246,2.274626890818278,9.666666666666666,34067.547526041664,0.0027860473278449307
2015,f305,2.251499573389689,22.0,180197.05208333334,0.0027577201322146346
2015,f37,2.2479525407155356,17.0,126592.08072916667,0.0027533755951200042
2015,f148,2.2472300926844277,5.333333333333333,77588.01302083333,0.002752490713993038
2015,f206,2.239173928896586,11.0,168168.24479166666,0.0027426232259736187
2015,f172,2.237333297729492,6.666666666666667,54864.49609375,0.0027403687526948014
2015,f2,2.227765123049418,4.666666666666667,82415.64453125,0.002728649297689948
2015,f162,2.222325841585795,6.333333333333333,79067.82161458333,0.0027219870641393405
2015,f139,2.222057898839315,6.0,49800.143229166664,0.0027216588779318093
2015,f186,2.2140053510665894,4.0,48391.724609375,0.002711795818941737
2015,f205,2.19435985883077,9.333333333333334,54505.352864583336,0.002687733291865873
2015,f77,2.190582195917765,9.0,253716.18229166666,0.002683106270306091
2015,f76,2.183809995651245,14.666666666666666,143699.40625,0.002674811428399346
2015,f114,2.1740644375483194,6.0,53981.753255208336,0.0026628747076032394
2015,f329,2.1636794408162436,10.0,71825.94661458333,0.002650154778672535
2015,f202,2.157022754351298,13.0,125237.59114583333,0.0026420014223516256
2015,f310,2.149984439214071,34.333333333333336,221834.10416666666,0.0026333806330873484
2015,f110,2.1472773949305215,15.333333333333334,93013.046875,0.00263006494490878
2015,f11,2.1386035283406577,8.333333333333334,66239.14322916667,0.0026194408716014956
2015,f191,2.133066097895304,7.666666666666667,220472.43229166666,0.0026126584215400463
2015,f5,2.1162098248799643,15.666666666666666,257654.91145833334,0.002592012233551423
2015,f288,2.113919178644816,5.333333333333333,60057.799153645836,0.002589206565136865
2015,f0,2.1075710455576577,22.333333333333332,184269.59895833334,0.0025814311364299974
2015,f321,2.104579488436381,13.666666666666666,73018.984375,0.002577766966381946
2015,f320,2.099022706349691,27.0,124770.4296875,0.0025709608137128945
