feature,category,gain_mean,gain_std,gain_norm_mean,weight_mean,cover_mean,pct_years_active,mean_rank,std_rank
oaccruals_at,Other,2.2823153346776963,0.6165472189424281,0.003309910817369373,5.758333333333334,59394.24868977865,1.0,110.25,60.84395762511819
cogs_gr3,Other,2.2792956808157134,0.4067777408409014,0.0026073237326109263,7.842105263157895,102864.80782492118,0.475,139.89473684210526,43.51231592810133
be_gr1a,Value,2.278451082110405,0.7373476862212068,0.0031205609875574027,7.0166666666666675,110568.3921099345,1.0,125.95,60.34811406991001
nca_gr1,Other,2.278402559955915,1.1813040475350116,0.0029540952321682272,5.208333333333334,53633.39224948883,1.0,142.525,74.45597132981793
eqis_gr3a,Other,2.274358948071798,0.2550141822698797,0.0027545928944218753,7.083333333333334,43269.43798828125,0.1,111.25,44.06340129101853
niq_saleq_std,Quality,2.2634229933222136,0.697216267918967,0.0025923986072454437,5.166666666666666,67015.81406656902,0.4,169.4375,72.34359566218238
sga_gr1,Other,2.2620425919691725,0.6109268560209181,0.00255813685195175,7.683333333333333,75650.91315104166,0.5,131.95,64.19089540294307
gp_gr3a,Quality,2.253562963198102,1.0389457740763437,0.0025300247361219616,7.555555555555555,114307.81874689981,0.525,167.04761904761904,64.56429058734882
fcf_ocf,Other,2.2487519704378567,0.43131054658548884,0.0026484755499582386,4.076923076923077,47518.581217447914,0.325,142.23076923076923,57.87076672228942
gp_ppen,Quality,2.242634012301763,0.5956842501353249,0.0031945786050117326,10.741666666666667,121541.91145019532,1.0,119.375,60.34927718216895
turnover_var_126d,Momentum,2.237737942223597,0.7495189186734491,0.0028528860388419394,16.666666666666668,148366.63407512626,0.825,138.93939393939394,52.141597713545494
pi_sale,Other,2.236985832452774,0.9179778318031269,0.0030320972586754128,3.6583333333333337,47255.34518661499,1.0,124.025,64.41949358576295
assets,Other,2.232634422183037,0.47530604487571354,0.0030788790668046474,7.725,49178.80419209798,1.0,102.85,32.834120776708595
at_gr3,Other,2.2260102759236875,0.6988094655993721,0.0025515016926765306,5.840579710144928,70327.04385331747,0.575,145.2173913043478,34.01464460244778
niq_be_chg1,Quality,2.2257678276962705,0.67984251925177,0.0030766532084139527,9.527777777777779,92489.19614890771,0.9,123.05555555555556,71.15293165105483
