feature,category,gain_mean,gain_std,gain_norm_mean,weight_mean,cover_mean,pct_years_active,mean_rank,std_rank
ami_126d,Other,2.6620441132121617,0.6132252766840897,0.0032817172867808933,18.688888888888886,99515.62393663195,0.75,81.7,13.165131585182598
cowc_gr1a,Other,2.649918293952942,0.760468036050984,0.003805045801682825,12.133333333333333,130356.86405029296,1.0,83.225,51.39863686708894
tvol,Other,2.6489576528469723,0.8127510428062215,0.003532689065376205,36.375,144105.44946289062,1.0,80.525,29.9700598461112
ppen_mev,Other,2.6385949462652207,0.6777229314301396,0.0036633681188698803,15.466666666666665,123086.04314575196,1.0,74.425,34.7864455624859
op_at,Other,2.5825756818056105,1.0870773734017083,0.0033956877851357924,6.6083333333333325,81832.23813781739,1.0,98.6,58.44953992931611
eqis_at,Other,2.5585360656181972,1.3344311441892858,0.0033332988155728655,5.508333333333334,39449.132716369626,1.0,118.225,57.44718310025171
niq_at_chg1,Quality,2.5555841289125047,0.4913425886091715,0.00359248211616353,13.072072072072073,137636.17183980858,0.925,82.35135135135135,48.014590500189634
cop_atl1,Quality,2.5364765043844257,1.165859519559931,0.0035391346866601235,6.0438596491228065,72762.58779104133,0.95,95.3157894736842,66.86658975180029
ocf_be,Other,2.5275996890332966,0.8290176721441336,0.003857656604987086,5.305555555555555,32865.15630820945,0.9,112.25,101.0073193953219
inv_gr3a,Accruals,2.5225764989852903,0.9846444451690505,0.002832888585576885,8.916666666666668,151883.34720662434,0.5,147.3,72.55712812746424
noa_at,Accruals,2.5211282104253767,0.8015886764802932,0.0033882255686880523,12.066666666666666,151577.47715250653,1.0,90.825,34.524526770369334
bidask,Other,2.5201906243960064,0.832576209242888,0.0033785821373221473,26.05833333333333,231101.92762492498,1.0,95.4,52.75040405726889
eqnetis_me,Other,2.4663339333656507,1.3345402682518581,0.003223135481979146,4.478632478632479,58359.724240555726,0.975,124.94871794871794,67.21330880035617
prc,Momentum,2.4496479401985805,1.1281420216171063,0.003554946383842565,8.716666666666667,87870.17762858073,1.0,117.875,63.02388131006067
saleq_gr1,Other,2.436541376511256,0.7275323949390653,0.0033330923403202045,27.78333333333333,230395.7303934733,1.0,89.45,28.203427687664725
gp_at,Quality,2.4318726758162184,0.7097229958687514,0.0033947663251887297,12.416666666666668,156395.58297526042,1.0,108.0,62.179228125286414
inv_gr1a,Accruals,2.421346269051234,0.6841391597522883,0.003326621316899615,15.783333333333335,228104.75916341148,1.0,100.125,41.21748913090668
dp_gr3a,Other,2.4181760121614504,0.36425036173880665,0.0028194850457888155,17.256410256410255,185863.38461538462,0.325,106.46153846153847,27.729693424845095
div_ni,Value,2.3948962709925197,1.6161273455879057,0.0038316848502277646,5.8108108108108105,45134.373110934415,0.925,159.32432432432432,101.6814344613318
me_company,Size,2.39137358268102,0.7091071460343654,0.003255939300806935,18.941666666666666,123769.15693766277,1.0,96.975,23.447144596807302
gp_bev,Quality,2.388373685876528,0.7013310415737156,0.0033469526152228152,9.016666666666667,120639.99731852215,1.0,109.1,66.86910290318633
niq_su,Quality,2.366716899655082,0.6019743886907633,0.0027681297004727183,9.984848484848484,99880.23276959044,0.55,107.68181818181819,44.41941484963997
sale_be,Other,2.35780564447244,0.43158760606369523,0.00327702559843828,8.325,49218.45434163411,1.0,92.35,29.58650939975073
opex_gr1,Other,2.35184468626976,0.8076488040360544,0.0031757383557750726,7.458333333333333,63900.68535359701,1.0,107.475,50.70325306915595
beta_252d,Risk,2.3506932916312384,1.053020898894195,0.0027991745427974517,16.5632183908046,94366.06804507902,0.725,153.55172413793105,56.62192041887295
ret_3_0,Momentum,2.3344238857428232,0.5534038315500298,0.0032196897440331445,32.825,79218.14494628906,1.0,101.225,32.969673322226875
oa_gr1a,Accruals,2.327953883012136,0.9551436601753016,0.0031247802884138073,5.0,75540.51534932455,1.0,120.7,53.14334751043996
eqnpo_1m,Other,2.323335361480713,0.6647095595991764,0.0031267734252458123,33.19166666666667,268414.4889160156,1.0,107.45,33.16157028232745
div_me,Value,2.3145717076766186,0.856653864879932,0.0033965069946076255,15.18803418803419,145409.13396434294,0.975,129.74358974358975,70.06903285847463
sale_gr1,Other,2.3053405612707136,1.0174792634636634,0.003150166601993518,7.008333333333333,63046.820163981116,1.0,128.575,58.30111381264402
eqnpo_me,Other,2.2869570553302765,0.7872249324908873,0.0031977663531438,6.675,88577.22895215351,1.0,113.35,53.87428386102651
