eom,ic_pearson,ic_spearman,best_iteration,n_train,n_features,scoring_year,train_end_year,long_ret,short_ret,qspread,net_qspread,turnover,n_long,n_short,n_universe
2005-10-31,0.07663079558042861,0.07584367313927404,99,996130,43,2005,2004,0.058342608156591466,0.030849877158844657,0.02749273099774681,0.025827176942302164,0.8327770277223221,267,267,2673
2005-11-30,0.02439526602565841,0.06291030211298056,99,996130,43,2005,2004,0.008314693287758211,-0.009777288212020311,0.018091981499778524,0.017004902994021246,0.5435392528786382,267,267,2677
2005-12-31,0.04831372844572206,0.03690606395675676,99,996130,43,2005,2004,0.07244837897287162,0.05204893206277529,0.020399446910096333,0.01952347566947045,0.4379856203129421,267,267,2678
2006-01-31,0.004825996393605615,-0.0015587350584893632,110,1041675,42,2006,2005,-0.018210444199172816,-0.004731389650614743,-0.013479054548558073,-0.01555752618081564,1.0392358161287838,269,269,2693
2006-02-28,0.03328792011415653,0.037328872200354066,110,1041675,42,2006,2005,0.03269699810004896,0.03355035935004068,-0.0008533612499917187,-0.0016302316821941382,0.3884352161012097,270,270,2706
2006-03-31,0.013961703515936152,0.0457780237519092,110,1041675,42,2006,2005,0.01568054646485474,-0.004990612425007333,0.020671158889862075,0.019877152670930216,0.39700310946592954,271,271,2711
2006-04-30,-0.023374889567354153,-0.06909547659824333,110,1041675,42,2006,2005,-0.051260731717294776,-0.04343687702974108,-0.007823854687553693,-0.009623957826319814,0.9000515693830609,271,271,2717
2006-05-31,-0.01666175839176272,0.0033745756779003946,110,1041675,42,2006,2005,-0.005212834027994474,-0.00780720059235043,0.002594366564355956,0.0017691585830834707,0.41260399063624265,270,270,2709
2006-06-30,-0.033414701610780355,-0.07059698111658498,110,1041675,42,2006,2005,-0.030349481424590825,-0.021032820398177863,-0.009316661026412962,-0.01003699323557575,0.360166104581393,269,269,2693
2006-07-31,0.02338486777215987,-0.02969767369051056,110,1041675,42,2006,2005,0.02356950478476824,0.03021751868184724,-0.006648013897078999,-0.008312483421734709,0.8322347623278545,266,266,2667
2006-08-31,0.09819581144460893,0.08633572268737409,110,1041675,42,2006,2005,0.017819776082467327,-0.004585629047593413,0.02240540513006074,0.02149278245835186,0.456311335854441,266,266,2661
2006-09-30,0.009775001022701575,0.03008570921939316,110,1041675,42,2006,2005,0.05442099705346296,0.06162445329788056,-0.007203456244417601,-0.007950782887380268,0.37366332148133385,267,267,2677
2006-10-31,0.03152681599368812,0.015875080774529312,110,1041675,42,2006,2005,0.030432940467267765,0.037205092608827525,-0.0067721521415597605,-0.008483299528283715,0.8555736933619775,268,268,2687
2006-11-30,0.05034895942422922,0.024423923799702936,110,1041675,42,2006,2005,0.003367753483434481,-0.0031396607916646096,0.006507414275099091,0.005609452688280738,0.44898079340917624,269,269,2691
2006-12-31,0.02785568011183992,0.04537465965453765,110,1041675,42,2006,2005,0.02763304230676379,0.01861064859044694,0.009022393716316853,0.008256893950395212,0.3827498829608205,268,268,2687
2007-01-31,0.07377644790752654,0.050497907044895665,95,1086504,41,2007,2006,-0.0003513601174278758,-0.009449653517788686,0.00909829340036081,0.007339763374018813,0.8792650131709989,268,268,2681
2007-02-28,0.03299683390009018,0.06755008384023335,95,1086504,41,2007,2006,0.01033531955194686,-0.00506195272863824,0.0153972722805851,0.014751705562540102,0.32278335902249894,267,267,2679
2007-03-31,0.0707375278831737,0.12493807533489813,95,1086504,41,2007,2006,0.04225341448439549,0.011439562104978422,0.03081385237941707,0.030243463811269838,0.28519428407361624,267,267,2672
2007-04-30,0.04149062995480432,0.06065477591784936,95,1086504,41,2007,2006,0.04524350107703992,0.03144438158448113,0.013799119492558791,0.012268509907048038,0.7653047927553763,266,266,2665
2007-05-31,0.01700799130118238,0.04498262886020189,95,1086504,41,2007,2006,-0.015857458563272524,-0.029107010097391698,0.013249551534119174,0.01253748390366581,0.3560338152266823,266,266,2665
2007-06-30,0.014851772982790386,0.004039192078033757,95,1086504,41,2007,2006,-0.05863270625630824,-0.047720220203792935,-0.010912486052515304,-0.011561335479625044,0.3244247135548702,265,265,2654
2007-07-31,-0.06638838615711382,-0.10141827577489251,95,1086504,41,2007,2006,-0.018166359043387634,0.0014976483584267885,-0.019664007401814423,-0.02129540871430714,0.8157006562463585,263,263,2637
2007-08-31,-0.08391072638606148,-0.0508572329171496,95,1086504,41,2007,2006,0.01552908529614901,0.04069826924630594,-0.025169183950156934,-0.025923962679618034,0.37738936473054935,260,260,2604
2007-09-30,-0.036683937292519384,0.003206000047073462,95,1086504,41,2007,2006,0.017742042520221102,0.01985722773082456,-0.002115185210603457,-0.0028282534241240737,0.3565341067603084,259,259,2595
2007-10-31,0.027571110792740952,0.012091885134569375,95,1086504,41,2007,2006,-0.08317678425433242,-0.0995269634135707,0.01635017915923828,0.014754892629068816,0.7976432650847323,258,258,2587
2007-11-30,0.047015021300571634,0.058138605285644816,95,1086504,41,2007,2006,-0.026887680589119483,-0.023763879997274577,-0.003123800591844906,-0.004022098777265634,0.44914909271036396,255,255,2553
2007-12-31,0.008015655069847622,-0.009665994874972448,95,1086504,41,2007,2006,-0.03196493021351558,-0.044012819246820635,0.012047889033305052,0.011479700787229378,0.2840941230378375,255,255,2550
2008-01-31,0.03526487709248761,0.03451773662436373,74,1129984,40,2008,2007,-0.03491061168765394,-0.02558097926994387,-0.009329632417710072,-0.011099134061700829,0.8847508219953779,252,252,2524
2008-02-29,-0.003591036960909377,-0.014310800278828513,74,1129984,40,2008,2007,-0.05247787868398177,-0.03754535399304949,-0.01493252469093228,-0.01575499222419036,0.411233766629041,250,250,2507
2008-03-31,0.00035920370927884204,-0.012994482290012814,74,1129984,40,2008,2007,0.052626825306545603,0.03885684570689279,0.013769979599652815,0.013018422930404226,0.37577833462429455,247,247,2475
2008-04-30,0.019260154807913456,0.048918657866084195,74,1129984,40,2008,2007,0.04700911554981097,0.03883478083529843,0.008174334714512545,0.006506415886815817,0.8339594138483638,247,247,2470
2008-05-31,0.0022896707891148123,0.014942541012557594,74,1129984,40,2008,2007,-0.11004034011444687,-0.09875121821458524,-0.011289121899861629,-0.012075320132938433,0.3930991165384022,247,247,2472
2008-06-30,0.06421639863150613,0.06190029450269317,74,1129984,40,2008,2007,0.014271510226315669,-0.006494838167690582,0.02076634839400625,0.01991790487620137,0.42422175890244146,241,241,2417
2008-07-31,0.10198012651839203,0.06874693560191214,74,1129984,40,2008,2007,0.028340870550901554,0.009904199340635685,0.01843667121026587,0.0166664331535137,0.885119028376084,241,241,2413
2008-08-31,-0.028385040160494788,-0.05606992236742694,74,1129984,40,2008,2007,-0.12299461078987284,-0.1099473269988291,-0.013047283791043737,-0.013699986584693914,0.32635139682508824,240,240,2404
