eom,ic_pearson,ic_spearman,alpha,n_nonzero,n_active,n_total_cols,n_train,long_ret,short_ret,qspread,net_qspread,turnover,n_long,n_short,n_universe
1982-03-31,-0.03807055309977087,-0.0405511985267937,0.0012882570224110853,9,29,320,38057,0.04161160112597865,0.0529936794886121,-0.011382078362633448,-0.011595601494306046,0.10676156583629892,281,281,2817
1982-04-30,0.15617343647099272,0.09571459807038463,0.0012899306167577641,9,25,320,40874,-0.014760126448754447,-0.04553182820925267,0.03077170176049822,0.030252128806761563,0.25978647686832745,281,281,2814
1982-05-31,0.1388055888500264,0.10390112753630114,0.0016247217759421382,9,37,320,43688,-0.009502670236071428,-0.07356964980714285,0.06406697957107142,0.06373126528535714,0.16785714285714282,280,280,2806
1982-06-30,0.001656719365196783,0.07973196179091678,0.0016201669314924612,9,46,320,46494,-0.007030715419217082,-0.03270043194163701,0.025669716522419932,0.025399253888967976,0.13523131672597866,281,281,2813
1982-07-31,-0.054096879389445504,-0.06849584417592118,0.002316737547826908,5,47,320,49307,0.061792221362142845,0.07187560639321429,-0.010083385031071444,-0.011029813602500016,0.4732142857142857,280,280,2807
1982-08-31,1.273058216709243e-16,,0.0050298125171270355,0,43,320,52114,0.03428748201577061,0.029010466127956987,0.005277015887813621,0.0034633958161290326,0.9068100358422939,279,279,2797
1982-09-30,2.8953852433245725e-17,,0.00532503283430642,0,48,320,54911,0.14288269857589928,0.11519084354999999,0.027691855025899284,0.027601926968345326,0.044964028776978415,278,278,2789
1982-10-31,,,0.005775222774530194,0,47,320,57700,0.0902840063577061,0.06900342611863801,0.021280580239068092,0.02116946912795698,0.05555555555555558,279,279,2795
1982-11-30,2.452297698791904e-17,,0.007530686386291104,0,44,320,60495,0.011417337124014335,0.03528160749784946,-0.02386427037383513,-0.023921618044086025,0.028673835125448077,279,279,2795
1982-12-31,2.4936025488063764e-17,,0.00691696729437427,0,39,320,63290,0.06580944371571429,0.0717810187025,-0.005971574986785716,-0.006071574986785716,0.04999999999999999,280,280,2803
1983-01-31,,,0.009024399577478132,0,36,320,66093,0.047235093439999994,0.046196909697500003,0.0010381837424999901,0.0010096123139285618,0.014285714285714235,280,280,2805
1983-02-28,-5.312629505349227e-17,,0.010103741845268651,0,47,320,68898,0.03706027671234982,0.033821872853024904,0.0032384038593249176,0.003181464357545558,0.028469750889679735,281,281,2811
1983-03-31,0.10713987184097586,0.04906833371466618,0.001574060385239045,12,47,320,71709,0.09793726037067138,0.06117871682579505,0.03675854354487633,0.034956423403533575,0.901060070671378,283,283,2832
1983-04-30,0.014736601311825873,-0.03649637563776337,0.0013947883390566988,13,48,320,74541,0.10448634232175438,0.1295889560463158,-0.025102613724561407,-0.025656999689473686,0.2771929824561404,285,285,2851
1983-05-31,0.02526332898376588,0.09444937586285625,0.0013264971661993007,12,44,320,77392,0.04994276499719298,0.027449226111228072,0.02249353888596491,0.022072486254385962,0.21052631578947367,285,285,2856
1983-06-30,0.01576728810991371,-0.08838706042802384,0.001240800813221349,12,43,320,80248,-0.04543922022638888,-0.028827320642708334,-0.016611899583680548,-0.01712926069479166,0.2586805555555555,288,288,2882
1983-07-31,-0.07225458563986992,-0.1346009487862881,0.0021296643687912045,6,45,320,83130,-0.05477898298591065,-0.03319460753092784,-0.02158437545498281,-0.02251564693264604,0.4656357388316151,291,291,2912
1983-08-31,0.02370587066047857,-0.01658841335927026,0.0025249537863489924,6,39,320,86042,0.0038816067778157013,-0.009955462284982935,0.013837069062798637,0.013157888175426622,0.3395904436860068,293,293,2936
1983-09-30,0.07217342080479096,0.012070462055648537,0.0018616044319897723,7,43,320,88978,-0.06007797870709459,-0.08080678985236486,0.020728811145270275,0.020110567902027032,0.3091216216216216,296,296,2963
1983-10-31,-0.07576027306748692,-0.05684340275884436,0.001366842003369057,9,45,320,91941,0.012384058766440678,0.05315507248711865,-0.04077101372067797,-0.04157440355118645,0.4016949152542373,295,295,2953
1983-11-30,,,0.007306460683826777,0,48,320,94894,0.030959080886363635,-0.06059292203181818,0.09155200291818182,0.08987018473636363,0.8409090909090908,22,22,225
1983-12-31,5.054763152042477e-18,,0.007318437252464909,0,49,320,95119,0.002150576033333335,0.019079508461904766,-0.016928932428571433,-0.017500361000000002,0.2857142857142857,21,21,219
1984-01-31,-9.265609741539856e-17,,0.007291816383368344,0,48,320,95338,-0.053172943225000005,-0.044764120201388896,-0.008408823023611109,-0.010311600801388886,0.9513888888888888,216,216,2167
1984-02-29,,,0.007269975359672018,0,50,320,97505,-0.0001863891115207369,-0.0042897558032258054,0.004103366691705069,0.0040296339728110595,0.036866359447004615,217,217,2176
1984-03-31,,,0.007183573805518194,0,52,320,99681,-0.01928928349357798,-0.014233379763302755,-0.005055903730275226,-0.005133885381651373,0.03899082568807338,218,218,2183
1984-04-30,-1.594985750272187e-17,,0.007461246249727809,0,56,320,101864,-0.06249644741409091,-0.04437014544181818,-0.018126301972272732,-0.018239938335909096,0.05681818181818182,220,220,2209
1984-05-31,4.138698107273985e-17,,0.008502927757130997,0,60,320,104073,0.023470275939366514,0.010835290122171947,0.012634985817194567,0.012598786722171943,0.018099547511312264,221,221,2213
1984-06-30,-0.00021792055901754794,0.0165030589611178,0.0015059836151093298,12,62,320,106286,-0.033442397431221724,-0.056059161806787335,0.02261676437556561,0.020815859398190046,0.9004524886877827,221,221,2218
1984-07-31,-0.06769179927619579,-0.1329305518364933,0.00161345340452288,14,62,320,108504,0.07803999429686098,0.11203631569641255,-0.03399632139955157,-0.03504116444887892,0.5224215246636772,223,223,2237
1984-08-31,0.09047652384914487,0.13129347774830386,0.0012717368916213443,13,61,320,110741,0.013865857660267858,-0.02159356723973214,0.0354594249,0.03485228204285715,0.30357142857142855,224,224,2247
