eom,ic_spearman,long_ret,short_ret,qspread,net_qspread,turnover,n_long,n_short,n_universe
1986-01-31,0.07948471553754814,0.056481950619905213,0.03929337279336492,0.01718857782654029,0.015188577826540291,1.0,211,211,2115
1986-02-28,0.12946758022328214,0.0371502364023585,0.014476964671226413,0.022673271731132084,0.021663837768867933,0.5047169811320755,212,212,2122
1986-03-31,0.020172634481160023,0.00640882129266055,0.009207380913761467,-0.002798559621100917,-0.003826082556880734,0.5137614678899083,218,218,2182
1986-04-30,0.12443425682137137,0.05093731657899544,0.013624424529223744,0.037312892049771694,0.036162207118264844,0.5753424657534247,219,219,2195
1986-05-31,0.15941924003054597,0.018458479279545453,-0.018634950120909093,0.03709342940045454,0.03600252030954545,0.5454545454545454,220,220,2205
1986-06-30,0.15462783208229225,-0.05273130150982143,-0.112766231059375,0.06003492954955357,0.058945643835267854,0.5446428571428571,224,224,2248
1986-07-31,0.10831782347896163,0.06552489757847532,0.020483705832735424,0.045041191745739895,0.04388424107309415,0.57847533632287,223,223,2237
1986-08-31,0.06304476155510233,-0.0497596996264574,-0.07067739896726458,0.02091769934080718,0.01975178005829597,0.5829596412556054,223,223,2233
1986-09-30,0.160634383940135,0.04534592041383929,0.014619426100892856,0.030726494312946433,0.02957024431294643,0.578125,224,224,2245
1986-10-31,0.06664951894143997,-0.0050246367000000005,-0.018240914912,0.013216278211999999,0.012020722656444443,0.5977777777777777,225,225,2253
1986-11-30,0.0975482071784833,-0.023110261531555553,-0.061411779381777776,0.03830151785022222,0.03726151785022222,0.52,225,225,2256
1986-12-31,-0.07659137687881273,0.09886067779162994,0.12488225136167401,-0.026021573570044074,-0.027114084583259934,0.5462555066079295,227,227,2279
1987-01-31,-0.10066214305044578,0.04194372673160173,0.09074914340649352,-0.04880541667489179,-0.04996991883939396,0.5822510822510822,231,231,2319
1987-02-28,0.021344337618263022,0.010261840702978725,0.017502176476595747,-0.007240335773617022,-0.008155229390638298,0.4574468085106383,235,235,2350
1987-03-31,-0.018973875256523113,-0.04046040538174274,-0.037770921974273855,-0.0026894834074688845,-0.003656288386721996,0.48340248962655596,241,241,2417
1987-04-30,-0.051382432363986694,-0.008600183945273858,0.0027777111647302906,-0.011377895110004149,-0.012427687641124481,0.5248962655601659,241,241,2419
1987-05-31,0.11567886732004685,0.04332661132644628,0.020418400613636367,0.022908210712809914,0.021961929721074375,0.4731404958677686,242,242,2428
1987-06-30,-0.04846910979195362,0.01720693624122449,0.03607012012244898,-0.018863183881224488,-0.01986318388122449,0.5,245,245,2459
1987-07-31,0.16781713249148833,0.042197047588755025,-0.006312923508835343,0.048509971097590365,0.047457762262249,0.5261044176706827,249,249,2491
1987-08-31,0.04441782307455223,-0.017367995137999998,-0.030074900994799997,0.0127069058568,0.0116869058568,0.51,250,250,2505
1987-09-30,0.348418821824266,-0.17283314124426877,-0.32918062890790517,0.1563474876636364,0.15537120307865618,0.4881422924901186,253,253,2533
1987-10-31,0.10609292284961794,-0.02264073361016949,-0.06684606080254238,0.044205327192372884,0.04280702210762712,0.6991525423728814,236,236,2368
1987-11-30,0.10465337573621174,0.08074073628836206,0.0208691056400862,0.05987163064827586,0.058617320303448274,0.6271551724137931,232,232,2321
1987-12-31,0.2569167107482807,0.0987925614700422,0.014575704601687762,0.08421685686835444,0.08290883999071731,0.6540084388185654,237,237,2372
1988-01-31,0.007557228137187611,0.06330438400625,0.05238858469124999,0.010915799315000016,0.009669965981666683,0.6229166666666667,240,240,2403
1988-02-29,-0.08479200879690167,0.011750881565020578,0.03775237131316872,-0.026001489748148143,-0.02706321814320987,0.5308641975308642,243,243,2432
1988-03-31,0.0013319642248807433,0.005239767071659919,-0.00824173600931174,0.013481503080971659,0.012526037493927125,0.47773279352226716,247,247,2474
1988-04-30,0.10042952262273223,0.00031802093211382034,-0.0326575109097561,0.032975531841869916,0.03194301151666666,0.516260162601626,246,246,2466
1988-05-31,0.07320053683712388,0.061699618672764224,0.04653980355487805,0.015159815117886173,0.014228920808943083,0.4654471544715447,246,246,2462
1988-06-30,0.1536103966559597,-0.005169064682730924,-0.02830973405301205,0.023140669370281124,0.022096492663453815,0.5220883534136547,249,249,2498
1988-07-31,0.11747596862388782,-0.006994984465863455,-0.03833156576184739,0.031336581295983934,0.03030043671767068,0.5180722891566265,249,249,2494
1988-08-31,0.13960036037276813,0.029554269229554658,0.004268781924696359,0.0252854873048583,0.024366458964777328,0.45951417004048584,247,247,2471
1988-09-30,0.15336389457322228,0.007269426300399999,-0.033039094496399996,0.040308520796799995,0.039412520796799994,0.448,250,250,2501
1988-10-31,0.0945314534065475,-0.02317654282822581,-0.05160910538064516,0.028432562552419348,0.027372078681451605,0.530241935483871,248,248,2489
1988-11-30,0.0026418058184722085,0.01925424723467742,0.023758984439516132,-0.004504737204838714,-0.005440221075806456,0.467741935483871,248,248,2482
1988-12-31,0.0437654008379819,0.045009858242971885,0.028280717065060242,0.016729141177911643,0.01575725362771084,0.4859437751004016,249,249,2490
1989-01-31,0.028366741314998827,0.0028992310347826095,-0.007482619630434783,0.010381850665217393,0.008982641179051384,0.6996047430830039,253,253,2538
